,id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate,label
105200,32cddcabc3dfe1dd,"""

 Did AIPAC write this? 

It's a bullshit propaganda piece full of irrelevant shit inserted to inflame opinion against the Palestinians. We know it was an attack against civilians, do we really need to know a father was killed with his daughter? In an encyclopedia article? And a subsection called """"Palestinian glorification of the attack""""? Fucking seriously? Wikipedia is a joke when it comes to these topics. Whoever has more people editing the page gets to decide the truth. What a joke.""",1,0,1,0,1,0,insult
20783,36dc9ecaa89aaf94,"""

I've got to say, I've read you """"pacafistic"""" rules, seen your idea of """"logic"""", and have heard tales of your """"justification"""" and I just have to say:

I have this to say on my behavior:
I'm a perfectly reasonable person when it comes to arguements, even when they are against my favor. I change subjects, help the people with simple little details they might have gotten wrong, ask them for proper information that I might use against them, basically anything a scatter brainer would do.

I let people have their ways for a little while just to experiment with how it turns out, I try to help BOTH OF US come out on top, I treat both equelly, and I don't get angry when someone yells in my face.

Why should I? They are angry first so I know they are suffering enough and would only poke at them some more just to annoy them (sound fimiliar?) I give them their space though I would still do what I did/do to annoy them. Except, I do it without coming into contact with them (as they would do to me) which I know we'd both appreciate.

I keep the sitch isolated someone else doesn'tblow the entire thing out of proportion before me and that person can resolve the matter only with each other which is inevitable. Others can't resolve the problem, only make it bigger and more serious for either 1 or both. see below.

If they ever try to apologize I tell them not to→ because I wouldn't→ because I have no reason to→ because we shouldn't have been in a scrabble no if ands or buts about it. Conflict is stupid. Almost (but not quite) as stupid as the species that create/embrace it. Leave the creatures space to realize this and you will have peace once more until the next pointless bicker and inevitable resolve.

Now, I have this to say about the """"good"""" people of wikipedia:
Wow.
There sure aren't a lot of you. I wonder why... You've seen many cases and classes of human behavior and traits, you (think) you know what to expect. Well you have most of it down. But you went wrong at a few turns:
1. You (blindly) follow invalid rules and principles that completely misinterpret the act and are constantly showing how much shit they're full of.

2. You think you got """"human psychology"""" in the bag and have tried to play from this to class your principles into rules but your system is far outdated and very inhumane.

3. You don't want to and try not to link yourselves and articles with POV(point of views) but little have you realized your entire system thrives apon it. 
You take sides in arguments between users based solely on what YOU think is most right based apon how YOU have been taught what is right. You are NO ONE to interpret what """"mad"""", """"kind"""", """"eccentric"""", ect. is. Just another group of the bunch and they all think seperately on subjects or else we'd look and be exactly the same. And you don't want that. 
And don't you tell me to calm down, I get just the opposite when people try to make me look crazy that way, and it certainly isn't any diffen't with Bots. 

4. Most importantly, you robots are full of shit:
You take leaders/favorites→ who take favorites→ who put up with your shit like its the right thing to do because they don't knowwhat else to do. Sickening.

2a. You abuse your power instead of embracing it's enlightenment.
Don't you get it?! He wasn't going to block me himself because he wanted to toy with me. He knew I knew he was higher than me and could just as easily waved a hand and blocked me himself. But he didn't. He wanted to add insult to injury. 
You think people want to have someone powerful to look up to? NO! They want to be someone powerful so they can feel embraced/in. 
We all want what we shouldn't have. 
Unfortunately, there are some of us who already have what we shouldn't have.

5. How you go about it is the wrong way. 
Some things people must learn for themselves. You have a problem, try relying on yourself and no one else to resolve.  
If some people are fighting with each other over the internet just sit back and let them/butt out and leave them to their bickering. Sooner or later they will stop arguing of their own account/or reasoning. Or they may even just """"stop"""". BUT if someone bigger than both of them butts in and takes a side however they see fit, things will get much worse.

I'll let you know whether you care or not...:
You came in and took his side of the argument and banned me for 24 hours, hoping that would teach me a lesson and make me think twice about wiki-etiquette. But you must already know, before I just wanted him to stay off my talk page. Now, I want to kill him for r",1,0,0,0,0,0,toxic
4345,0b8b2419813ef7b0,"""
Nobody can know how much this will matter years from now! And we don't know that this is a """"sea change"""", only that some journalists reviewing the new site a day or two after launch thought it was. We really need mainstream press coverage retrospectively looking at clear, measurable changes in Flickr's usage and profits, which doesn't seem to have happened yet.   """,0,0,0,0,0,0,non-toxic
43099,72fc5a26f0aeaced,|Christopher Connor]]. I am off to my daily masturbation routine. I'll think of a giraffe this time. That will make me cum quick,1,0,0,0,0,0,toxic
31422,536cf862c3dce2d8,"To give you a couple of general pointers- 1) include wiki formatting- see Help:Wikitext examples. It lacked internal links (created by enclosing items in [[double brackents]], but worse for readability, it didn't include section breaks. 2) Instead of placing the references as you've done, use wikipedia's built-in footnoting function, which will clean things up. See Wikipedia:Footnotes. If you look at the article's current state, you'll see that those are the changes that were made. Cheers,  (talk) (contribs)",0,0,0,0,0,0,non-toxic
44064,75a28519016f5dbd,"I agree. I also think that we shouldn't put states that have been annexed, dismembered, etc at the bottom of the page, which I find annoying.",0,0,0,0,0,0,non-toxic
113382,5e5f5016315df63f,Well this should be interesting.,0,0,0,0,0,0,non-toxic
8535,16a84b34cc0c51d8,"Hi! Have you completed the online training for students? Your name is not on the list of students in the course who have completed it (when you finish it, I can see that through the course page). Please go ahead and do it and I'll get a notification. If you already completed the whole training, please let me know in case there was a glitch somewhere. Also, this page is your Talk page where people can communicate with you. You might want to move the sentence above to your User page. See you in class in a couple weeks!",0,0,0,0,0,0,non-toxic
31179,52cc4f1c40dd6a40,"Here's what you said 

23:07, 26 May 2005, Rama blocked 198.74.20.74 (expires 23:07, 2 Jun 2005) (contribs) (Personal insults about a ban. You really must be idiotic. ) 
 
Real nice way to insult a user, you should be banned from blocking.",0,0,0,0,1,0,insult
6767,1208ecaf64626b1a,""":::Furthermore, although I am a political opponent of James on many levels, it is not I who believes that calling him a """"faggot"""" will hurt his cause on a political level.  You just refuse to acknowledge that he was called this during the reign of his son, to (according to the accepted standards of the time period), thought it would be scandalous and outright damaging to his rule.  Because of their convention, the slurs did help portray his rule as the beginning of the end for those who were out to get him.  Now, you repeat homophobic insults and intertwine your own homosexuality with his identity, although he was a straight man stuck in a quicksand of backbiting, that included homophobic language.  Why perpetuate falsehoods, other than to make yourself feel better that somebody famous is alleged to be gay like you, especially if you like to smear him as a hypocrite, for all the abuse you suffered by fundie Bible thumpers?  It is obvious where you stand, or bend over, in this.  24.255.11.149  

""",1,0,0,0,0,0,toxic
68086,b620ecca0a0d1489,"""

I am sanctioned to give another 50 words of justification to any revert until the end of June so here it goes. Besides what I stated above, here are my thoughts: I have nothing contrary to the citation of a contemporary author that has done a serious study on Vojsava Tripalda and doesn't blindly repeat that she was from Serbian origin. The only contemporary scholar that we have to claim that Voisava Tripalda was from Serbian origin is Spandounes, who says only that, and then he points to the biography of Marin Barleti. Now Barleti doesn't say that she was Serbian, but Albanian, so Spandounes contradicts himself. If we really want to give some references to Skanderbeg that are sour, let's start with Oliver Jens Schmitt who really has made a bad biography of the national hero of the Albanians. Schmitt is a voice out of the choir and I would love if someone brings to the table what he says, because I want to see if he is fringe or serious. Let's talk  """,0,0,0,0,0,0,non-toxic
61925,a5b712c9c1996d4a,"Moonage Daydream 
David Bowie References this game in Moonage daydream. Someone should add that.",0,0,0,0,0,0,non-toxic
131150,bdb9500f409b71ad,"Nominated for deletion 

see: Wikipedia:Articles_for_deletion/Log/2010_September_28",0,0,0,0,0,0,non-toxic
24126,3fbcaafa3f986ead,"""
Let you me out of """"teh blokz"""" ... I wanting to edit page to add """"reception"""" section onto page""",0,0,0,0,0,0,non-toxic
89069,ee42985e9d6ae588,", 9 April 2008 (UTC)
*cuts a loud fart* 136.160.154.150  20:20",1,0,0,0,0,0,toxic
25551,43a49fc283cb9d38,"Chuck, want to run for RFA 

RFA is dying because of all the harassment and bad behavior. Want to run for RFA and show up those idiots from years ago? It would be hilarious if you did.",1,0,0,0,1,0,insult
157948,e6630d659a17c104,"Is the Ellie Chronicals going to continue and why did he make it??? 

DEAR BMX GANG
i am very upset that John Marsdon the lawyer died and not the john marsdon that wrote the terrible tommorow series because it is simlply trash.  Its a large episode of Mcleods daughters

It should be put into a cannon and shot into the sun",0,0,0,0,1,0,insult
114588,64d7b3c3f08d01b2,"""==Meperidine Analogs==
In Vitro Data for Meperidine Analogs with Tritiated Radiotracers.

Tag
DAT / SERT / Opioid (Ki, μM) and Dopamine (IC50, μM)
Uptake Ratio


E
Ar
[3H]WIN 35,428
[3H]Paroxetine
[3H]DAMGO
[3H]Dopamine
DAT/SERT
μ/DAT
μ/SERT

CO2EtPh17.8 ± 2.70.413 ± 0.0440.9212.6 ± 1.243.10.0522.13
CNp-F45†10.1 ± 0.415†8†ndndnd
CNp-Cl22.0 ± 10.15.11 ± 0.5936.8 (51)†36†4.311.670.18
CNp-I8.34 ± 0.670.430 ± 0.003417.3 (61)†36.7 ± 1.319.42.0740.2
CNp-Me41.8 ± 6.113.7 ± 0.440.6 (46)†22†3.050.972.96
CNm,p-Cl22.67 ± 0.240.805 ± 0.1240.0 (46)†11.1 ± 1.23.3215.049.7
CNβ-Naph2.36 ± 0.660.125 ± 0.02215.4 (61)†21.8 ± 1.218.96.53123
CO2Etp-F10.7 ± 2.30.308 ± 0.0261.4747†34.70.144.77
CO2Etp-Cl4.10 ± 1.270.277 ± 0.0404.4126.9 ± 1.214.81.0815.9
CO2Etp-I3.25 ± 0.200.0211 ± 0.00242.3511.1 ± 1.21550.72111
CO2Etp-Me12.4 ± 5.21.61 ± 0.112.6776.2 ± 1.27.690.221.66
CO2Etm,p-Cl20.125 ± 0.0150.0187 ± 0.00262.041.40 ± 1.256.6816.3109
CO2Etβ-Naph1.14 ± 0.380.0072 ± 0.00012.0311.6 ± 1.31581.78282
All values are the mean ± SEM of three experiments performed in triplicate. † Percent inhibition at highest dose tested (100μM).
Some analogs of meperidine were prepared, initially with a bias toward improving DAT binding, but it turned out that these analogs favor the SERT and can even be made selective for this transporter under optimum circumstances (Stacey Lomenzo, Sari Izenwasser).Bioorganic & Medicinal Chemistry Letters, Volume 9, Issue 23, 6 December 1999, Pages 3273-3276 Stacey A. Lomenzo, Sari Izenwasser, Robert M. Gerdes, Jonathan L. Katz, Theresa Kopajtic and Mark L. TrudellLomenzo, S. A.; Rhoden, J. B.; Izenwasser, S.; Wade, D.; Kopajtic, T.; Katz, J. L.; Trudell, M. L.
J. Med. Chem.; (Article); 2005; 48(5); 1336-1343. Even in light of this early warning sign, the authors were still content to press ahead and modify the carboethoxy ester of the p,m-Cl2 analog into a variety of spin-out molecules in a futile attempt to approve DAT binding. (Jill B. Rhoden)Bioorganic & Medicinal Chemistry Volume 13, Issue 19, 1 October 2005, Pages 5623-5634 Although this effort was unprofitable and even detrimental, some of the new compounds were even more SERT selective and robust. None of the analogs tested produced LMA effects or substituted for cocaine in drug discrimination studies. The authors hypothesized that opi",0,0,0,0,0,0,non-toxic
61418,a465033b95b68f13,"Jehochman is Crow's butt boy and needs to cut it out.  Lest someone crawl on Jehochman for obvious COI,208.54.94.28  

  Proof that Gwernol is D C 

D C is Gwernol for Dummies™'
1.TABFirst of all, D C- owns Gwernol.com  (per WHOIS)

     ::Domain Name.......... gwernol.com
  ::Creation Date........ 2004-02-09
  ::Registration Date.... 2004-02-09
  ::Expiry Date.......... 2010-02-09
  ::Organisation Name.... DC - occulded name out of privacy concerns because i'm nicer than DC
  ::Organisation Address. P O Box xxxx
  ::Organisation Address. 
  ::Organisation Address. E
  ::Organisation Address. 9
  ::Organisation Address. CA
  ::Organisation Address. US

2.TABThen, D C- has added pictures on Wikipedia as Gwernol, and signed them “D C”
3.TABD C- adds pictures to his Gwernol.com site, signing them “D C-”
4.TABToolserver.org Page with trains, name of Gwernol associated with D C
SVG: C- M- (Thryduulf)
PNG: D C- (Gwernol)
5.TABAlexa link to Gwernol.com with name of D C-
6.TABAboutus.com link to Gwernol.com with name of D C-
7.TAB Google Directories Page linking “Gwernol”’s Artificial Intelligence entry with Gwernol/signed by D C- entry
Google Directory - Computers > Artificial Intelligence > People
C-, D - http://gwernol.com/Research/ResearchInterests.html Unicru Inc. Intelligent search ::engines, machine learning, concept abstraction,  208.54.94.28  

 D C-'s Vanity Articles 
Blurb, Inc. - DC's company created before he changed jobs to current
BookSmart - DC's product produced by DC's company
Dan_Crow_(computers)
 DC is a strong (if not a *virulent*) anti-COI Admin.  But he created his own article (about self) using a SPA, and for his company in his own name.  And for the one product the company makes.  None of these things (including DC) are notable  (Lots of us publish papers D, and go to important meetings, and wind up in the paper.  That's not what makes us notable, sorry).  This has to stop.  Why do I care?  DC knows.  I want that DC's hypocrisy stop.  He attacks people for COI and does this? Please.  Even now he's on the COI Mediation wiki for an issue with an editor re: IPTV.   It gets better.  
 When I published this info two days ago, my computer was attacked.  DC and JEH received a copy of a cross-country police report. 208.54.94.28",0,0,0,0,0,0,non-toxic
81150,d9106bb9f1dfb95c,"""

YOU PROMOTES RACISM, IT IS NOT VANDALISM.
I AM CHECKING ALL YOUR """"CONTRIBUTIONS"""" AND THE ARE DELETE ALL REFERENCES, PEOPLE WHO SPEAK SPANISH, INVESTIGATE FIRST. THIS USER PROMOTES RACISM!!!!!!!!!!!!!!!

LIBSTAR PROMOTES DISCRIMATION, YOU CAN READ IN ALL HE/HER CONTRIBUTIONS. STOP IT.""",1,0,0,0,0,0,toxic
88943,ede9f0f7d2bf4cbe,"This was the first warning about being blocked.  I am genuinely surprised at this and you taking offence and jumping on me.  Twit is pretty tame.  I'm a twit at times.  I also have plenty of humility.  I said OK and I meant it.  Keep an eye on his page and draw your own conclusions mister. (Sorry if mister is construed as an insult.) As I said, I forgot him and I'll do so again.",0,0,0,0,0,0,non-toxic
14482,263bcdff57eae541,I've learned not to assume anything at WP. Hearing is not the same as listening. —,0,0,0,0,0,0,non-toxic
18375,307e54917465daca,Hey assholes. His first name is Olin. The freaking beheading video confirmed it. Stop changing it.,1,0,1,0,1,0,insult
42041,7024a7de0330ebe2,what the fuck was that!?,1,0,1,0,0,0,toxic
84196,e13ffe17eb36c434,"""spelling out numbers ==

I agree entirely: to me, """"five cats and 32 dogs"""" is just dandy. That advice has been in MOSNUM since pussy was a kitten. Just as well it's cast in watery terms, with the fingerprints of Anderson's recent tampering; it's one of the few I don't mind. 

I'll check out the nomination now. Ta.  (talk) 

== """,0,0,0,0,0,0,non-toxic
96678,0515a183b43f9f46,"The circle closes? 

Remember Akhil Bharatiya Itihas Sankalan Yojana (ABISY), where we probably first met on Wikipedia? Well, the Saraswati Research Centre is a wing of the ABISY and Dr. S. Kalyanaraman is its director. So, this is all driven by the RSS people.",0,0,0,0,0,0,non-toxic
112873,5bc4f5947d80d4d9,"OH SHUT UP!! You are just a stupid hateful liberal who cannot stand criticism of Judaism! David Duke is NOT A MEMBER OF THE KKK, IS HE????????????????????!!!! Grow up you mongrel! For over 20 years he was a member of the Republican Party, by what part of that do you not understand?? He is not a member of a terrorist organisation and never was. His KKK was non-violent but just a pro-whites organisation against affirmative action and illegal immigration as he used it to patrol the American-Mexican borders. He LEFT his KKK in 1980 which was the same time he LEFT the Democrats! Robert Byrd was a member of a KKK WHY ARE YOU NOT SMEARING AGAINST HIM???",1,0,1,0,1,0,toxic
157572,e056cd98c14ad940,"Why the fuck do you assholes keep deleting the angry video game nerds page, you have articles on people way less notable than him, fuck you youpedantic fuck, I mean jesus christ who the fuck decides to spend their time editing wikipedia, you guys think youre part of something special or something? Noone cares, pedantic fucks, FUCK YOU",1,1,1,0,1,0,obscene
12129,201d36572a12a1ee,I do not believe the whole entry should be deleted. Let's get a consensus until making a major change.,0,0,0,0,0,0,non-toxic
99194,129a40e115438266,you bitch why does it matter it's the same goddamn thing all other nycs articles have that same sort of wording rathe than saying the end stop depending on which borough they are in so leave the fuck alone and cut your crap,1,0,1,0,1,0,insult
24431,409445b1fde9b870,"""

 Immediate Removal 

I contest the definition of hypermarket provided here. I think it is French for """"supermarket"""" and nothing more, although """"super store"""" is probably the more fitting term in America now. I suggest this entire page is an attempt to market a new word in English. I propose it be removed from wikipedia immediately. Yeas and nays below, please.   """,0,0,0,0,0,0,non-toxic
134209,cdb0d68307b6b031,"Three Revert warning 

 You are in danger of violating the three-revert rule. Please cease further reverts or you may be blocked from editing.",0,0,0,0,0,0,non-toxic
23278,3d7f2ca9171e540e,I shit on your parents graves!,1,0,0,0,0,0,toxic
52919,8d75d1fdd16d370f,"""
LoL, """"We don't want to hear?"""" Elitist Douche who obviously has a disdain for us IP-editors to add to your disgraceful manner, I for one have found Jacks comments very insightful and interesting so I appreciate them and Maxis too. I doubt this will get through your thick head (it's not an insult, it's an opinion based on your response) but the problem is not the issue itself. It's that people like you seem to enjoy (whether or not your side gets it right) to discuss, turn, twist and frankly abuse topics like this which is detrimental to the basic goals of Wikis in general and Wikipedia in particular. As John Stewart said to two hacks; You're hurting us. Also, frankly, you're the one being passive aggressive. If you're going to give your opinion about someone, or even insult them, don't beat around the bush. You're the one being exactly what passive aggressive entails:, calling him *indirectly* ignorant of your (the groups) rules, acting in an elitist and authoritarian manner, calling him childish, indirectly threatening him with administrative action and so forth. I repeat, you are a douche. 213.100.108.117  """,1,0,0,0,0,0,toxic
45088,788f0ac8d02f15c5,"massage for scum==
 Đoković will smash your boyfreind federer!
==",1,0,0,0,0,0,toxic
98260,0d961a65ab817045,So you are actually saying the you don't give a **** if things said on Wikipedia are true...,1,0,0,0,0,0,toxic
124600,9a9466769c92c6d6,"I've had enough of you, ASSHOLE 

Go fuck youself up the ass with a straight-razor. You are intentionally attacking the articles of pagans, FUCK OFF. —",1,1,1,0,1,0,severe_toxic
110328,4e39f07c95470dcb,"""==Insane Mind==
""""The work of an insane mind""""? I don't see insanity. I see supreme intelligence and deep philosophy. I request that anyone who finds this work to be that of an insane mind provide clear, definite citations and explanations regarding the appropriate passages. Lestrade""",0,0,0,0,0,0,non-toxic
135984,d75dad31c00b94ed,"""

 User:Alien3 thinks I'm edit warring... 

...which is confusing, since I'm not even close to 3RR. But, anyway, I thought I'd drop by and explain my reasons for pulling the cite from the first sentence of the article. Per WP:LEDECITE: 
Leads are usually written at a greater level of generality than the body, and information in the lead section of non-controversial subjects is less likely to be challenged and less likely to require a source.... 
Pedantic semantic squabbling aside, I don't think there's anyone who contests the validity of the characterization of MM as """"progressive."""" Given that the same assertion is sourced exactly one paragraph later, I think the citation should be cut from the lede. 

All that said, I'm not sold on MM being a reliable source for characterizations about itself. Suppose, for the sake of argument, that MM described itself as """"impartial"""" (it doesn't, btw). Would it be alright, then, for Wikipedia to describe MM as an """"impartial media watchdog,"""" replete with cite to their web site? IMO, MM can't be a WP:RS for information about MM; they're biased, and anything they say about themselves is inherently POV. What's more, if we're not taking MM at their word, but, instead, only citing them for claims that Wikipedia editors find credible, that's differently problematic for being WP:OR. It's not our place to weigh the veracity of primary sources; we shouldn't even be using them.

To the end of sidestepping the whole issue, I'd like to offer this source instead for the claim that MM is a progressive organization: . But I don't think it should appear in the lede, either. 

I'll leave it to some other editor to use the ref (or not, I'm easy), lest I be accused of further edit warring. 24.177.120.138  """,0,0,0,0,0,0,non-toxic
94060,fb8ab71c8695c4c1,"Since When Did Wikipedia Become So Gay? 
Ever since Gene Hackman did in high school.",0,0,0,0,1,0,insult
32911,5790227bb5e4960e,"the RepulicanSodomite has responded!!! praise the lord of virgin homo-know-it-alls, the great JR McCarthy, who like you has to burn everybody who does not agree with him at the stakes. Go ahead, block this IP address, better yet, block this whole range of IP address, even better if you block the whole range of IP addresses of those who insult you're virgin faggot ass. OOOPS, sorry, it's not virgin isn't it? Your ass has been having regular contact with some big and hairy friends. 220.244.175.139  DemocratAntiSodomite",1,0,1,0,1,1,toxic
115656,6a89303055684c5e,"Wicked Person..... 

You are a liar. You slandered me like the devil you are. Vandelism? I rebuke you in the name of YEHOVAH God His Son who you don't know and the Holy Breath....",1,0,0,0,1,0,toxic
25419,4348cae44ed363c5,"Stop Leaving Stupid Nonsense Messages on My Talk Page

If ypou want to leave people stupid message go to your sandbox instead.  grow up.",1,0,0,0,1,0,toxic
84629,e27116a098038cb5,"Those claims are sourced from an official sales counting site, so I'm going to let them stay there until you could prove that they are wrong. |heru|nar",0,0,0,0,0,0,non-toxic
133331,c94b2d2b5aedc4f7,"school articles in wikipedia 

Wikipedia should delete all school articles unless someone writes something of good quality.",0,0,0,0,0,0,non-toxic
6743,11f8692b433a918f,"Ah, sorry, my mistake. I haven't been on wiki much lately, but it's been resolved. Thank you",0,0,0,0,0,0,non-toxic
94276,fc2371458e5b7e78,""" December 2008 (UTC)

Hello, thank you for the kindly reply, in the Bruce Lee book [] about martial arts legend Bruce Lee, written by his widow, Linda Lee Cadwell it is declared that Warner Brothers took away the part of """"The Warrior"""" and turned it into """"Kung-Fu"""" for the above reason's already mentioned.

It is agreed that the movie with Jason Scott Lee that took """"some"""" dramatic licence or elements of course for some of the dramatic purposes only, however the movie was actually based on the book by Bruce's widow Linda, and written shortly after his death also that it was Linda herself, Mrs. Bruce Lee herself who did the final narration at the films end.

The George Takei narrated video is also a worthy review wiki friend, as it does in fact state what was cited in regard to the Studio taking his idea of """"The Warrior"""" in that it was giving a new name and another actor for the earlier reason's specified in my careful edit you helped me realise on the page.

很佩服你 
很佩服你 
祝你过一个好天

  19:15, 10""",0,0,0,0,0,0,non-toxic
143699,014359e6e74953f7,or reunification rightfully occurs,0,0,0,0,0,0,non-toxic
89207,eea7496813b63461,"Elite Global Products Limited 

Elite Global Products Limited Founded by Mr. Ramesh Patel in the year 2004. The Company is well known for the distributor of the designer home and kitchen appliances, which are manufactured by exceptional technological finesse, precise control with remarkable ease for use. The said Kitchener and Accessories include Refrigerators, Ovens, Warmers, Cooking Ranges, Built-in Service Cooking Appliances, Ventilators, Kitchen Clean Up (Waste Disposers & Trash Compactors), Coffee Machines, Wine Cellars, Counter Top Appliances, Laundry, Food Servicing Suggestions, Culinary and Outdoor Products. When creating a Dream Kitchen, there are plenty of options in the above brands, matched to your hearts content and fulfill your dreams.",0,0,0,0,0,0,non-toxic
16235,2accb472a4ad84e0,"Well it was complete rubbish..
Maybe you should get that calculator of yours out again....current estimates including those of Chinese press put the number of Buddhists in China between 100 million and 200 million...what bit dont you understand?",1,0,0,0,0,0,toxic
